Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4070736,,0,586.99,1,3.58,23,COC(=O)c1cccc2c1CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,Ki,'=',17,nM,7.77,,,UO_0000065,13.24,0.25,4.19,4.96,FALSE,CHEMBL4032027,Inhibition of human factor 11a using pyro-Glu-Pro-Arg-pNA as substrate at 37 degC after 10 to 120 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4028883,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4101257,,0,586.99,1,3.58,26,COC(=O)c1ccc2c(c1)CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,Ki,'=',140,nM,6.85,,,UO_0000065,11.68,0.22,3.27,4.38,FALSE,CHEMBL4032027,Inhibition of human factor 11a using pyro-Glu-Pro-Arg-pNA as substrate at 37 degC after 10 to 120 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4028883,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4078868,,0,600.04,1,3.49,33,CN(C)C(=O)c1cccc2c1CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,Ki,'=',25,nM,7.6,,,UO_0000065,12.67,0.24,4.11,5.05,FALSE,CHEMBL4032027,Inhibition of human factor 11a using pyro-Glu-Pro-Arg-pNA as substrate at 37 degC after 10 to 120 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4028883,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4084801,,0,642.07,1,3.26,36,O=C(O)c1ccc(NC(=O)C2c3cccc(C(=O)N4CCOCC4)c3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,Ki,'=',18,nM,7.75,,,UO_0000065,12.06,0.23,4.48,4.84,FALSE,CHEMBL4032027,Inhibition of human factor 11a using pyro-Glu-Pro-Arg-pNA as substrate at 37 degC after 10 to 120 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4028883,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4085488,,0,712.16,1,4.21,37,CCOC(=O)[C@@H]1CCCN(C(=O)c2cccc3c2CCN(C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)C3C(=O)Nc2ccc(C(=O)O)cc2)C1,Ki,'=',12,nM,7.92,,,UO_0000065,11.12,0.21,3.71,4.48,FALSE,CHEMBL4032027,Inhibition of human factor 11a using pyro-Glu-Pro-Arg-pNA as substrate at 37 degC after 10 to 120 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4028883,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3701218,,0,528.96,1,3.62,5,O=C(O)c1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,Ki,'=',1700,nM,5.77,,,UO_0000065,10.91,0.21,2.15,4.43,FALSE,CHEMBL4032027,Inhibition of human factor 11a using pyro-Glu-Pro-Arg-pNA as substrate at 37 degC after 10 to 120 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4028883,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4069553,,0,546.98,1,2.83,14,Cc1nn(C)c2c1C(C(=O)Nc1ccc(C(=O)O)cc1)N(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)CC2,Ki,'=',80,nM,7.1,,,UO_0000065,12.97,0.25,4.27,4.79,FALSE,CHEMBL4032027,Inhibition of human factor 11a using pyro-Glu-Pro-Arg-pNA as substrate at 37 degC after 10 to 120 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4028883,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3701230,,0,550.94,1,2.96,BDBM161065,Cc1[nH]nc2c1C(C(=O)Nc1ccc(C(=O)O)cc1)N(C(=O)/C=C/c1c(-n3cnnn3)ccc(Cl)c1F)CC2,Ki,'=',5.02,nM,8.3,,413037,UO_0000065,15.06,0.29,5.34,5.22,FALSE,CHEMBL3888735,"In Vitro Assay: Factor XIa determinations were made in 50 mM HEPES buffer at pH 7.4 containing 145 mM NaCl, 5 mM KCl, and 0.1% PEG 8000 (polyethylene glycol; JT Baker or Fisher Scientific). Determinations were made using purified human Factor XIa at a final concentration of 75-200 pM (Haematologic Technologies) and the synthetic substrate S-2366 (pyroGlu-Pro-Arg-pNA; CHROMOGENIX® or AnaSpec) at a concentration of 0.0002-0.001 M.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3886810,37,BindingDB Database,,2016,None,
CHEMBL4082071,,0,592.02,1,4.49,18,COC(=O)Nc1ccc2c(c1)NC(=O)OCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,Ki,'=',3.8,nM,8.42,,,UO_0000065,14.22,0.27,3.93,4.73,FALSE,CHEMBL3993696,Inhibition of human coagulation factor 11a using pyroGlu-Pro-Arg-pNA as substrate after 10 to 120 mins at 37 degC by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3992532,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4437236,,0,834.1,2,5.72,17,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3F)c1N)c1cc-2ccn1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',3.4,nM,8.47,,,UO_0000065,13.97,0.27,2.75,5.53,FALSE,CHEMBL4357332,Inhibition of human activated factor XI using pyro-Glu-Pro-Arg-pNA as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4354834,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL3127490,,0,587.68,3,5.65,()-34,C[C@]1(c2ccccc2)C[C@@H](c2cc(NC(=O)C3CC3)cc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,Ki,'=',0.72,nM,9.14,,,UO_0000065,15.56,0.28,3.49,5.33,FALSE,CHEMBL3129742,Binding affinity to human factor 11a assessed as release of p-nitroaniline after 10 to 120 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3124891,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3398614,,0,485.98,0,4.36,4,NCc1ccc(C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)cc1,Ki,'=',1.16,nM,8.94,,,UO_0000065,18.39,0.35,4.58,6.45,FALSE,CHEMBL3399896,Inhibition of human coagulation factor 11a at 25 degC,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3396988,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3398618,,0,511.98,2,4.36,8,Nc1n[nH]c2cc(C(=O)N[C@@H](Cc3ccccc3)c3nc(-c4ccc5c(N)n[nH]c5c4)c(Cl)[nH]3)ccc12,Ki,'=',58,nM,7.24,,,UO_0000065,14.13,0.27,2.88,4.33,FALSE,CHEMBL3399896,Inhibition of human coagulation factor 11a at 25 degC,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3396988,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3398620,,0,506.01,1,3.88,10,Nc1n[nH]c2cc(-c3nc([C@H](Cc4ccccc4)NC(=O)[C@H]4CC[C@H](C(N)=O)CC4)[nH]c3Cl)ccc12,Ki,'=',2900,nM,5.54,,,UO_0000065,10.94,0.21,1.66,3.56,FALSE,CHEMBL3399896,Inhibition of human coagulation factor 11a at 25 degC,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3396988,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3127487,,0,561.64,3,5.26,()-31,CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc([C@@H]2C[C@](C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,Ki,'=',1,nM,9,,,UO_0000065,16.02,0.29,3.74,5.25,FALSE,CHEMBL3129742,Binding affinity to human factor 11a assessed as release of p-nitroaniline after 10 to 120 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3124891,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3127485,,0,462.55,1,5.61,29,N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1cc(N)cc(-c3ccccc3C(=O)O)c1)N2,Ki,'=',7.6,nM,8.12,,,UO_0000065,17.55,0.32,2.51,6.48,FALSE,CHEMBL3129742,Binding affinity to human factor 11a assessed as release of p-nitroaniline after 10 to 120 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3124891,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3127479,,0,518.62,2,6.16,23,CC(=O)Nc1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,Ki,'=',110,nM,6.96,,,UO_0000065,13.42,0.24,0.8,5.42,FALSE,CHEMBL3129742,Binding affinity to human factor 11a assessed as release of p-nitroaniline after 10 to 120 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3124891,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3127473,,0,504.59,2,5.3,"16, ()-16",C[C@]1(c2ccccc2)C[C@@H](c2cccc(-c3ccc(C(N)=O)cc3C(=O)O)c2)Nc2ccc(C(=N)N)cc21,Ki,'=',1.5,nM,8.82,,,UO_0000065,17.49,0.32,3.52,6.2,FALSE,CHEMBL3129742,Binding affinity to human factor 11a assessed as release of p-nitroaniline after 10 to 120 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3124891,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3127468,,0,546.67,2,6.41,11,CC(C)CNC(=O)c1ccc(-c2cccc([C@@H]3C[C@H](c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,Ki,'=',23,nM,7.64,,,UO_0000065,13.97,0.25,1.23,5.95,FALSE,CHEMBL3129742,Binding affinity to human factor 11a assessed as release of p-nitroaniline after 10 to 120 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3124891,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3127467,,0,447.54,1,6.02,10,N=C(N)c1ccc2c(c1)[C@@H](c1ccccc1)C[C@@H](c1ccccc1-c1ccc(C(=O)O)cc1)N2,Ki,'=',2400,nM,5.62,,,UO_0000065,12.56,0.23,-0.4,5.67,FALSE,CHEMBL3129742,Binding affinity to human factor 11a assessed as release of p-nitroaniline after 10 to 120 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3124891,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3699177,,0,574,1,4.04,BDBM142874,COC(=O)Nc1ccc2c(c1)NC(=O)/C=C\CC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,Ki,'=',24,nM,7.62,,279169,UO_0000065,13.27,0.25,3.58,4.51,FALSE,CHEMBL3706025,"In Vitro Assay: The effectiveness of compounds of the present invention as inhibitors of the coagulation Factors XIa, VIIa, IXa, Xa, XIIa, plasma kallikrein or thrombin, can be determined using a relevant purified serine protease, respectively, and an appropriate synthetic substrate. The rate of hydrolysis of the chromogenic or fluorogenic substrate by the relevant serine protease was measured both in the absence and presence of compounds of the present invention. Hydrolysis of the substrate resulted in the release of pNA (para nitroaniline), which was monitored spectrophotometrically by measuring the increase in absorbance at 405 nm, or the release of AMC (amino methylcoumarin), which was monitored spectrofluorometrically by measuring the increase in emission at 460 nm with excitation at 380 nm. A decrease in the rate of absorbance or fluorescence change in the presence of inhibitor is indicative of enzyme inhibition. Such methods are known to one skilled in the art.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3638593,37,BindingDB Database,,2015,None,
CHEMBL3355678,,0,573.62,0,3.27,11s,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3cccc(CC(N)=O)c3)c[nH]2)CC1.O=C(O)C(F)(F)F,Ki,'=',545,nM,6.26,,,UO_0000065,13.63,0.25,2.99,4.94,FALSE,CHEMBL3377177,Inhibition of human coagulation factor 11a using p-nitroaniline as substrate assessed as substrate hydrolysis by spectrophotometrically,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3351269,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3355674,,0,574.6,0,3.87,11o,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc(CC(=O)O)cc3)c[nH]2)CC1.O=C(O)C(F)(F)F,Ki,'=',150,nM,6.82,,,UO_0000065,14.82,0.27,2.95,5.63,FALSE,CHEMBL3377177,Inhibition of human coagulation factor 11a using p-nitroaniline as substrate assessed as substrate hydrolysis by spectrophotometrically,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3351269,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3114853,,0,578.7,1,4.09,7c,CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(NS(N)(=O)=O)c2)ccc1OC(C)C,Ki,'=',11000,nM,4.96,,,UO_0000065,8.57,0.17,0.87,2.91,FALSE,CHEMBL3116759,Binding affinity to F11A (unknown origin) assessed as p-nitroaniline release by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3112528,1,Scientific Literature,ACS Med. Chem. Lett.,2014,None,
CHEMBL4563396,,0,606.05,2,6.91,22,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1noc(-c3cccc(Cl)c3F)c1C)c1cc-2ccn1,Ki,'=',231,nM,6.64,,,UO_0000065,10.95,0.21,-0.27,4.9,FALSE,CHEMBL4357332,Inhibition of human activated factor XI using pyro-Glu-Pro-Arg-pNA as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4354834,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4554665,,0,573.05,2,6,13,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3)c1)c1cc-2ccn1,Ki,'=',166,nM,6.78,,,UO_0000065,11.83,0.23,0.78,5.33,FALSE,CHEMBL4357332,Inhibition of human activated factor XI using pyro-Glu-Pro-Arg-pNA as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4354834,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4585824,,0,522.55,2,5.74,9,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1c(F)cc(C)cc1F)c1cc-2ccn1,Ki,'=',45,nM,7.35,,,UO_0000065,14.06,0.26,1.61,6.71,FALSE,CHEMBL4357332,Inhibition of human activated factor XI using pyro-Glu-Pro-Arg-pNA as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4354834,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4439729,,0,715.09,2,5.19,7,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1.O=C(O)C(F)(F)F,Ki,'=',0.18,nM,9.74,,,UO_0000065,16.21,0.31,4.55,6.37,FALSE,CHEMBL4357332,Inhibition of human activated factor XI using pyro-Glu-Pro-Arg-pNA as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4354834,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4070056,,0,2481.92,None,None,4b,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSCc3cc(cc(c3)CSC[C@@H](C(=O)N[C@@H](C)C(=O)N(C)CC(=O)N(C)CC(=O)N(C)CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)O)NC1=O)CSC[C@H](NC(C)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCNC(=N)N)C(=O)N2,Ki,'=',500,nM,6.3,,,UO_0000065,2.54,None,None,None,FALSE,CHEMBL4038149,Inhibition of human factor 11a using fluorogenic peptide as substrate by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4033799,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL3701219,,0,528.96,1,3.79,BDBM161052,O=C(O)c1ccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,Ki,'=',10.32,nM,7.99,,413025,UO_0000065,15.1,0.29,4.2,6.13,FALSE,CHEMBL3888735,"In Vitro Assay: Factor XIa determinations were made in 50 mM HEPES buffer at pH 7.4 containing 145 mM NaCl, 5 mM KCl, and 0.1% PEG 8000 (polyethylene glycol; JT Baker or Fisher Scientific). Determinations were made using purified human Factor XIa at a final concentration of 75-200 pM (Haematologic Technologies) and the synthetic substrate S-2366 (pyroGlu-Pro-Arg-pNA; CHROMOGENIX® or AnaSpec) at a concentration of 0.0002-0.001 M.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3886810,37,BindingDB Database,,2016,None,
CHEMBL3701226,,0,526.94,1,3.13,BDBM161061,O=C(O)c1ccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)C#Cc2cc(Cl)ccc2-n2cnnn2)cc1,Ki,'=',7.08,nM,8.15,,413033,UO_0000065,15.47,0.29,5.02,6.25,FALSE,CHEMBL3888735,"In Vitro Assay: Factor XIa determinations were made in 50 mM HEPES buffer at pH 7.4 containing 145 mM NaCl, 5 mM KCl, and 0.1% PEG 8000 (polyethylene glycol; JT Baker or Fisher Scientific). Determinations were made using purified human Factor XIa at a final concentration of 75-200 pM (Haematologic Technologies) and the synthetic substrate S-2366 (pyroGlu-Pro-Arg-pNA; CHROMOGENIX® or AnaSpec) at a concentration of 0.0002-0.001 M.",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3886810,37,BindingDB Database,,2016,None,
CHEMBL4637480,,0,599.03,2,7.24,5c,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CC[C@H](c3c(F)ccc(Cl)c3F)OC1=O)c1ccnc-2c1,Ki,'=',1.6,nM,8.8,,,UO_0000065,14.68,0.29,1.56,8.01,FALSE,CHEMBL4618265,Inhibition of human factor11a using pyro-Glu-Pro-Arg-pNA(para-nitroaniline) substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4616668,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4636247,,0,597.06,2,7.06,"6b, Diastereomeric mixture 2:1",COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CCC(c3c(F)ccc(Cl)c3F)CC1=O)c1cc-2ccn1,Ki,'=',0.9,nM,9.05,,,UO_0000065,15.15,0.29,1.99,8.99,FALSE,CHEMBL4618265,Inhibition of human factor11a using pyro-Glu-Pro-Arg-pNA(para-nitroaniline) substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4616668,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL4470992,,0,642.52,2,5.84,20.HCl,COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1nnn(-c3cccc(Cl)c3F)c1C)c1cc-2ccn1.Cl,Ki,'=',7,nM,8.15,,,UO_0000065,13.46,0.26,2.31,5.82,FALSE,CHEMBL4357332,Inhibition of human activated factor XI using pyro-Glu-Pro-Arg-pNA as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL4354834,1,Scientific Literature,J Med Chem,2020,None,
CHEMBL3929492,,0,179.61,0,2.18,"Page 91, R6C5",O=c1ccc2cc(Cl)ccc2[nH]1,Ki,'=',70000,nM,4.16,,,UO_0000065,23.13,0.47,1.97,12.64,FALSE,CHEMBL3861660,Inhibition of human factor 11a using pyroGlu-Pro-Arg-pNA.HCl substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3860096,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3780342,,0,502.62,1,4.39,(S)-22,COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)[nH]c(=O)c2)cc1,Ki,'=',2.4,nM,8.62,,,UO_0000065,17.15,0.32,4.23,6.82,FALSE,CHEMBL3784478,Competitive inhibition of human coagulation factor 11a assessed as reduction in release of p-nitroaniline after 10 to 120 mins by Michaelis-Menten equation analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3779805,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,
CHEMBL3781691,,0,483.62,0,4.09,()-12,Cn1[nH]c2ccc(-c3ccnc(C(Cc4ccccc4)NC(=O)[C@H]4CC[C@H](CN)CC4)c3)cc2c1=O,Ki,'=',110,nM,6.96,,,UO_0000065,14.39,0.26,2.87,6.58,FALSE,CHEMBL3784478,Competitive inhibition of human coagulation factor 11a assessed as reduction in release of p-nitroaniline after 10 to 120 mins by Michaelis-Menten equation analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3779805,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,
CHEMBL3781505,,0,480.62,0,4.44,()-6,NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4c(N)ncnc4c3)ccn2)CC1,Ki,'=',10,nM,8,,,UO_0000065,16.65,0.3,3.56,6.68,FALSE,CHEMBL3784478,Competitive inhibition of human coagulation factor 11a assessed as reduction in release of p-nitroaniline after 10 to 120 mins by Michaelis-Menten equation analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3779805,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,
CHEMBL3393385,,0,468.61,0,4.37,()-2,NC[C@H]1CC[C@H](C(=O)NC(Cc2ccccc2)c2cc(-c3ccc4c(N)n[nH]c4c3)ccn2)CC1,Ki,'=',13,nM,7.89,,,UO_0000065,16.83,0.31,3.52,6.43,FALSE,CHEMBL3784478,Competitive inhibition of human coagulation factor 11a assessed as reduction in release of p-nitroaniline after 10 to 120 mins by Michaelis-Menten equation analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2820,Coagulation factor XI,Homo sapiens,SINGLE PROTEIN,CHEMBL3779805,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,
